PLANT_ID,PAN_LEN_TX2,PRIM_BN_TX2,SEC_BN_TX2,PAN_LEN_MO,PRIM_BN_MO,SEC_BN_MO,PAN_LEN_MI,PRIM_BN_MI,SEC_BN_MI
J181.A,3.8685574964473552,3.02618373694257,1.508850520175764,5.989631417173549,2.5547329505713985,1.3898291398402105,6.311137154268797,1.7517201981323893,1.291385064282491
J250.C,7.241507966071797,13.858410415908457,9.138489230363398,18.928379226276945,12.621513180965778,13.031782060567913,-9.885167292405368,7.2873179160973045,1.2297599108660768
J251.C,17.8122785515209,12.427287059340214,4.283531080151618,9.952850129516154,11.105950791568194,2.9218121115026765,9.62287772278505,13.77438632574554,2.969988669261949
J352.A,-11.184887713719258,-9.917216179597064,-4.136310337860166,-6.573189929874349,-5.453018903469568,-2.7725725801619485,-5.757257663184105,-6.237560209194945,-2.892836775590023
J001.A,15.455496615655964,3.7626518612307858,8.36873691562485,18.695160935087532,-0.6969023634710897,5.187620384335711,25.5257285536156,-1.7902680879305526,3.7536392972377866
J208.B,2.445077204798673,-3.8766013448472663,7.857252623531739,-10.286793231693958,0.460388368024698,3.7374155278295325,-3.7838415520548803,-5.169639990944643,0.32177970411883117
J008.C,4.431072795070722,3.1467512178363024,1.7286137910164012,6.5914198104403345,2.750509025117411,1.4827888345515703,6.9960824013665635,1.8899083885381587,1.5653198102193544
J344.C,-15.913279871345713,-14.842445096452353,-5.369130298815442,-13.18049085326694,-7.67850778762431,-4.0302900516026154,-15.75616103647522,-8.40026860942407,-4.983634504661676
J004.B,14.529828600764159,6.230545857640676,2.8726953338421586,-2.154724522298685,6.001534081468423,-1.157044742527795,12.990765570898915,12.496146515528197,3.7059542237902714
J301.A,5.605614729039043,-2.029906189069325,1.4843885720778722,22.7294516131833,9.160701817105492,7.517802286247294,23.553154209625,4.900513433265546,4.403172863236709
J013.C,-0.7226430307291234,13.72361226893748,4.194588366818835,6.48089940331171,12.235270207537042,2.960621391036589,-17.636104227155876,4.835568980989818,-1.7513725536025333
J018.C,-2.974319094419291,10.554356122739279,1.0634207081342835,2.0657585236062315,13.831821538059522,3.8639441528115914,6.260213157967726,13.016906982635211,3.804760817642968
J384.C,2.595376286821455,-2.8722370034848064,0.38786717914293944,-10.456087248673034,-11.953620310327034,-5.131469722495476,-23.96156671704252,-18.241249179070145,-1.9497187845005661
J488.C,-5.259755335900062,-6.5422729171612435,-2.486994505606557,-3.679537220352752,-5.181457423363923,-2.1260187945497595,-3.4955281117450423,-6.361266548805115,-2.1696609573496373
J022.C,19.613034318473044,12.683951094162333,7.682518208087022,20.110222121313395,14.281663822334703,4.9684483080608075,17.157943397858773,9.7533311090087,3.785515091863344
J428.B,-13.408870200836972,0.2885482104573069,-2.5696279019439934,-10.669126843213501,-5.78702608604725,-1.8458081168533722,-10.85263353552948,-6.573752085228753,-1.940888525467886
J065.A,14.033158036873324,10.524482693201161,2.7575315609632693,16.48094996117646,5.899033898451096,1.4539915174644327,17.657177159725062,2.112808167468447,1.5086290804019027
J584.A,2.997987808504142,6.238852891552554,2.205493030295895,7.575748867976939,3.289607635192048,1.5601756072228792,6.499697941047966,2.590200279662698,1.431519835666937
J311.A,23.402588263645573,6.754064343036491,3.907068529189333,12.17263102775145,5.294761797032031,1.54719946666611,17.959088038898336,6.448800145637994,4.3085375069559415
J016.B,12.165983699533832,2.241362281170621,4.497185557890527,-5.079124888127128,-0.8273378582216246,1.9596252408934516,14.390646606874324,6.26605310186187,3.3377237320343665
J352.B,-6.616656865374013,-11.388549119187171,-5.052863118800911,3.9667092003642357,1.1330736668476606,-0.7765340704818292,-2.080556755615919,-3.6232373338752426,-2.9515446767779663
J001.B,9.024676113489546,6.257262311370094,3.3008163243046758,9.924844993433878,4.856991177479772,1.9197621245983303,8.857131128325653,2.5365443084405,5.2722145890312735
J208.C,12.639740207121124,1.6694802773060595,1.5474232552476577,13.129994409379387,1.8144917721945808,1.0722802277155974,13.176904231683444,0.021609638267707214,2.0511548629014666
