PLANT_ID,PAN_LEN_TX2,PRIM_BN_TX2,SEC_BN_TX2,PAN_LEN_MO,PRIM_BN_MO,SEC_BN_MO,PAN_LEN_MI,PRIM_BN_MI,SEC_BN_MI
J181.A,19.446831883339065,5.99287480127958,-0.6108812694325728,6.755912611883621,2.968481762665523,1.5958352879916733,3.818142326303796,3.379391526141835,0.5606742096431593
J250.C,7.352043733518754,13.745446138523048,9.06920675937475,19.320956019198118,12.739188497235917,12.979531736453437,-9.468484708896822,7.260051161859749,1.3001460947184182
J251.C,23.700015862047533,2.4710122341685663,3.917444581606298,2.182183744422855,4.711762388723158,-0.17915920273742716,10.254826102232933,11.169595374536529,2.438020259370969
J352.A,-10.838826695849052,-10.087694973473955,-4.190607795469963,0.020936312026073694,-5.857761930759285,-4.422739387355843,-1.239430346397352,-9.644456788217106,-3.755852970338243
J001.A,15.511160540550426,3.4970611018907873,8.23047679712961,19.036738253979372,-0.509680344878617,5.247246558069321,25.698438795419193,-1.8889219086887465,3.7548080423693895
J208.B,2.512597097510269,-4.121548591471111,7.63062221684726,-9.74563837790708,0.43868170945395807,3.6708033049525675,-3.5387867023523842,-5.267596204240734,0.3928010663845883
J008.C,3.6667096112320627,13.898306907115346,1.8399310102497217,7.5444318378175765,3.212815009974573,1.7217782769563346,-0.11217625957860793,6.613660916661067,-0.6969434011420973
J344.C,-15.79680122814226,-14.997723699608972,-5.375292204448547,-12.775338463678796,-7.469217178594749,-3.943973389455977,-15.52699714537917,-8.500522065630111,-4.944646631167394
J004.B,14.563964693101473,5.953552478866093,2.8718690276419445,-2.0368353508459953,6.091183302593665,-1.143266304819055,13.348265364929695,12.278410130715807,3.685148665197556
J301.A,5.779333667518821,-2.216509395829431,1.4732625033295097,23.603071748081945,9.07233726022382,7.414753304316072,23.76834812766498,4.788324872569409,4.356810348157706
J013.C,-0.637125304228361,13.47867179889592,4.1949380749779275,7.038318781628259,12.327476026364874,3.0232498729600903,-17.164959805092423,4.763961558165237,-1.6334245672460697
J018.C,-2.9606434555181504,10.3460929067918,1.2922739816214004,2.0730427184592144,14.310277475697905,4.209033935848113,6.550165307145442,12.881651707452525,3.73648298935764
J384.C,2.737285401008645,-3.0755747915780947,0.3139311277933504,-10.049686021598045,-11.691950707714136,-5.025783663224386,-23.6310782876489,-18.393159042790167,-1.92462252458986
J488.C,3.083754755311307,-3.2786160434433675,-1.595976441083097,0.5811674184651863,-0.70959492187185,-1.014530265089439,-4.603728488302422,-6.172174161337245,-1.8654501589945451
J022.C,19.69890998021723,12.414117189927516,7.604982763946237,20.342122624928347,14.369099738672931,4.969402014988175,17.279365936048723,9.617694120599017,3.7349143992427645
J428.B,-9.981392864079531,-7.242450540615299,-1.0407732908342042,-9.043813901793676,-3.1932230725307766,-1.293722006408413,-10.214823694810129,-6.486305392122826,-1.7535851634352593
J065.A,14.147417602365493,10.281572211437645,2.7394139473634813,16.890821487920498,6.087685408978885,1.512008891805434,17.880947033991873,1.9969154204122608,1.5277345316649116
J584.A,8.340086828887111,8.612391491662951,2.604707630122833,7.98108444066052,3.3961598408123757,1.6779865011322095,7.493273862979586,6.983049969961264,2.895229404669259
J311.A,23.556766978278777,6.664647521927627,3.8812986576110244,12.509971538769387,5.499727434445204,1.585797665572674,18.178304481428516,6.445926626364734,4.346142792040802
J016.B,12.331708957196549,2.046281943068698,4.504299905068319,-4.445128246388306,-0.5495982375553882,2.0654312405081643,14.60339531005937,6.207799498597101,3.3221280687890817
J352.B,-6.48779260286609,-11.616868060900439,-5.092737760522386,4.507239297497016,1.1880737760126598,-0.7805611537182249,-1.7837147094853145,-3.7499110616497173,-2.9623954799557106
J001.B,9.115537524138936,6.0240866541293325,3.260562263829134,10.355295086374747,5.0285915492990725,2.008225747726279,9.115961383058815,2.454196486556076,5.254065877357466
J208.C,12.660770109932093,1.386139765456667,1.4441482965046988,13.424060702918071,1.9648189913253524,1.1222788935751842,13.340771905221354,-0.056269783451296386,2.066859022474946
