PLANT_ID,PAN_LEN_TX2,PRIM_BN_TX2,SEC_BN_TX2,PAN_LEN_MO,PRIM_BN_MO,SEC_BN_MO,PAN_LEN_MI,PRIM_BN_MI,SEC_BN_MI
J664.F,-19.458597042880907,-10.948639833590272,-3.1764634342906115,-21.209683823232492,-9.955642827423352,-4.727308334763074,NA,NA,NA
J600.B,-4.590938321155533,-1.8976176145178443,0.23133358180237612,0.14004321065613629,1.602535291027822,0.4468367412553263,1.0354986698934663,0.32537190268571503,-0.04674878638346206
AP13,6.131234779521335,7.0954918947437315,3.34395733306683,13.34008016821077,10.176522685600029,3.0250383764883044,8.477853208001436,7.79613022849816,1.722955208729795
J194.A,19.418541190077146,1.6581411144034706,4.25873005536682,34.20541649266959,3.528898310769682,3.7948129669142943,37.43032910623885,2.229575120927354,4.250060949377282
J464.B,24.949180101878706,5.537150636863085,5.188129241574,-1.6181696038994076,8.98692686670496,-0.16188620886448624,NA,NA,NA
J341.A,-0.13389402164485106,6.183652223939686,0.8509330392738302,NA,NA,NA,-2.7294837890388277,2.864309527007903,-2.3383806454558593
J522.A,-11.422904035733932,-6.74637951759236,-1.0078653331405276,-4.663645371968807,-3.2133722583268334,-1.6836935841640144,-5.866969171482397,-8.243542579401648,-2.0519266630718103
J500.C,5.917275611267438,8.446407778707787,4.568529784102548,NA,NA,NA,10.040081717506506,2.229575120927354,2.817791037457034
J272.A,19.47333648187433,6.114501382443444,1.845478362599286,9.84161034811434,2.565716800898752,1.359921166435044,8.760059845676267,1.796550249407046,3.030922561121404
J483.C,25.339578142711748,27.841455391005855,7.046927613988355,18.161724559850338,24.07677052134955,7.447150667633165,12.612819731110223,8.576919181732812,2.2448830726889355
J279.A,17.56415049612014,2.9511442885566717,-1.3176650618762535,-5.228785205218805,-5.139735278068693,-2.9011394844036382,8.727735390093391,-0.31695327942909224,-0.20434512803325966
J460.B,23.973184999796068,10.709163333475901,8.59592625766699,NA,NA,NA,NA,NA,NA
J482.C,15.807359312371409,9.092909365784394,5.807728699045454,20.010987680873942,9.95010837657589,8.968958042932691,14.871809206469594,3.1816767300481734,0.5261591783846364
J469.A,33.830735530830616,12.648668094705704,4.878329512838274,NA,NA,NA,NA,NA,NA
J477.B,4.323150277865816,1.6581411144034706,4.25873005536682,2.9657423769060878,6.097382337092165,8.664596567872785,0.7531249854735395,1.9122079178870837,5.968784843681583
J177.A,15.547093951816043,20.08343634608663,3.9489303266310962,NA,NA,NA,NA,NA,NA
J003.C,3.2820888356443407,-4.483623962824249,0.2313335818023783,6.457050680094938,-3.5344327616171425,-1.6836935841640144,10.855827916941825,-4.1177689398781,-0.04674878638346206
J249.B,12.846840836054108,6.5069030174779865,3.329330869159642,14.080159097489293,8.02374535683403,1.9686441165548565,17.444547220073336,6.037981557410627,1.3855211255367859
J189.A,5.364211720087286,3.597645875633278,-0.6980656044048017,NA,NA,NA,NA,NA,NA
J458.B,21.142799203756457,13.295169681782316,2.399931682952462,23.247983059100285,9.95010837657589,5.012258867153915,21.272279386654482,8.576919181732812,3.104245019841083
J359.A,3.1844893254360804,-4.483623962824252,-1.0078653331405276,1.2075295623505613,1.602535291027822,-1.9880550592239206,6.3692238200475275,2.229575120927354,0.8126131607686856
J650.B,11.578047203346685,-0.281363646826337,2.399931682952462,-10.472026991482624,-0.0027672254237315745,-2.292416534283826,NA,NA,NA
J073.A,21.403064564311812,5.860401430401386,4.258730055366818,20.704853809475328,13.802834416059616,2.577367066674669,17.664171196844375,15.558997648618819,3.9636069669932343
