"chr","QTL","pos_lo","pos_hi","TRAIT","seqid","source","type","start","end","locusName","GO","Best.hit.arabi.name","arabi.symbol","arabi.defline","Best.hit.rice.name","rice.defline","OsGene"
"Chr02K","2K@77.89",60739957,64045891,"LEN","Chr02K","phytozomev13","gene",63457880,63459878,"Pavir.2KG066500","","","","","LOC_Os07g49050","expressed protein",NA
"Chr02K","2K@77.89",60739957,64045891,"LEN","Chr02K","phytozomev13","gene",63484015,63488320,"Pavir.2KG066505","","AT3G29770","ATMES11,MES11","methyl esterase 11","LOC_Os07g41230","esterase, putative, expressed",NA
"Chr02K","2K@77.89",60739957,64045891,"LEN","Chr02K","phytozomev13","gene",63241004,63243966,"Pavir.2KG226700","","AT4G33625","","","LOC_Os07g02710","expressed protein",NA
"Chr02K","2K@77.89",60739957,64045891,"LEN","Chr02K","phytozomev13","gene",63246476,63250419,"Pavir.2KG226800","GO:0043531","AT3G07040","RPM1,RPS3","NB-ARC domain-containing disease resistance protein","LOC_Os07g40810","NBS-LRR type disease resistance protein, putative, expressed",NA
"Chr02K","2K@77.89",60739957,64045891,"LEN","Chr02K","phytozomev13","gene",63253889,63254314,"Pavir.2KG226805","","","","","LOC_Os12g43900","retrotransposon protein, putative, LINE subclass, expressed",NA
"Chr02K","2K@77.89",60739957,64045891,"LEN","Chr02K","phytozomev13","gene",63272182,63274205,"Pavir.2KG227000","","AT1G26500","","Pentatricopeptide repeat (PPR) superfamily protein","LOC_Os07g40820","PPR repeat domain containing protein, putative, expressed",NA
"Chr02K","2K@77.89",60739957,64045891,"LEN","Chr02K","phytozomev13","gene",63280073,63280543,"Pavir.2KG227005","","","","","","",NA
"Chr02K","2K@77.89",60739957,64045891,"LEN","Chr02K","phytozomev13","gene",63284989,63287351,"Pavir.2KG227010","","","","","","",NA
"Chr02K","2K@77.89",60739957,64045891,"LEN","Chr02K","phytozomev13","gene",63287922,63288849,"Pavir.2KG227015","","AT5G09530","","hydroxyproline-rich glycoprotein family protein","LOC_Os07g40860","retrotransposon protein, putative, unclassified, expressed",NA
"Chr02K","2K@77.89",60739957,64045891,"LEN","Chr02K","phytozomev13","gene",63291702,63292584,"Pavir.2KG227300","","","","","","",NA
"Chr02K","2K@77.89",60739957,64045891,"LEN","Chr02K","phytozomev13","gene",63293695,63294263,"Pavir.2KG227400","","AT5G09520","","hydroxyproline-rich glycoprotein family protein","LOC_Os07g40910","expressed protein",NA
"Chr02K","2K@77.89",60739957,64045891,"LEN","Chr02K","phytozomev13","gene",63295673,63296385,"Pavir.2KG227500","","AT5G09520","","hydroxyproline-rich glycoprotein family protein","LOC_Os07g40910","expressed protein",NA
"Chr02K","2K@77.89",60739957,64045891,"LEN","Chr02K","phytozomev13","gene",63296962,63301245,"Pavir.2KG227600","GO:0005515","AT5G15550","","Transducin/WD40 repeat-like superfamily protein","LOC_Os07g40930","WD repeat-containing protein 12, putative, expressed",NA
"Chr02K","2K@77.89",60739957,64045891,"LEN","Chr02K","phytozomev13","gene",63302181,63303501,"Pavir.2KG227605","","","","","","",NA
