"chr","QTL","pos_lo","pos_hi","TRAIT","seqid","source","type","start","end","locusName","GO","Best.hit.arabi.name","arabi.symbol","arabi.defline","Best.hit.rice.name","rice.defline","OsGene"
"Chr02N","2N@66.12",50387752,56445418,"PRM","Chr02N","phytozomev13","gene",55812369,55812969,"Pavir.2NG035000","GO:0009733","AT5G27780","","SAUR-like auxin-responsive protein family ","LOC_Os09g37330","OsSAUR39 - Auxin-responsive SAUR gene family member, expressed","SAUR39 "
"Chr02N","2N@66.12",50387752,56445418,"PRM","Chr02N","phytozomev13","gene",55816255,55816698,"Pavir.2NG035100","GO:0009733","AT5G27780","","SAUR-like auxin-responsive protein family ","LOC_Os09g37394","OsSAUR44 - Auxin-responsive SAUR gene family member, expressed",NA
"Chr02N","2N@66.12",50387752,56445418,"PRM","Chr02N","phytozomev13","gene",55826452,55836600,"Pavir.2NG035103","GO:0005975,GO:0004553","AT2G44480","BGLU17","beta glucosidase 17","LOC_Os09g31430","Os9bglu30 - beta-glucosidase, similar to Os4bglu12 exoglucanase, expressed",NA
"Chr02N","2N@66.12",50387752,56445418,"PRM","Chr02N","phytozomev13","gene",56213710,56217935,"Pavir.2NG075200","GO:0048544,GO:0006468,GO:0004672","AT4G21390","B120","S-locus lectin protein kinase family protein","LOC_Os09g37834","serine/threonine-protein kinase receptor precursor, putative, expressed",NA
"Chr02N","2N@66.12",50387752,56445418,"PRM","Chr02N","phytozomev13","gene",56219249,56220028,"Pavir.2NG075300","GO:0006468,GO:0004672","AT4G23150","CRK7","cysteine-rich RLK (RECEPTOR-like protein kinase) 7","LOC_Os09g37840","carbohydrate binding protein, putative, expressed",NA
"Chr02N","2N@66.12",50387752,56445418,"PRM","Chr02N","phytozomev13","gene",56221182,56221586,"Pavir.2NG075303","","","","","","",NA
"Chr02N","2N@66.12",50387752,56445418,"PRM","Chr02N","phytozomev13","gene",56225693,56229343,"Pavir.2NG075306","GO:0048544,GO:0006468,GO:0004672","AT4G21380","ARK3,RK3","receptor kinase 3","LOC_Os09g37840","carbohydrate binding protein, putative, expressed",NA
"Chr02N","2N@66.12",50387752,56445418,"PRM","Chr02N","phytozomev13","gene",56231558,56233550,"Pavir.2NG075309","","AT1G20696","HMGB3,NFD03,NFD3","high mobility group B3","LOC_Os09g37910","HMG1/2, putative, expressed",NA
"Chr02N","2N@66.12",50387752,56445418,"PRM","Chr02N","phytozomev13","gene",56236902,56240531,"Pavir.2NG075312","","","","","LOC_Os03g10540","OsFBX78 - F-box domain containing protein, expressed",NA
"Chr02N","2N@66.12",50387752,56445418,"PRM","Chr02N","phytozomev13","gene",56241194,56262842,"Pavir.2NG075315","GO:0005524,GO:0004003,GO:0003677,GO:0016818,GO:0008026,GO:0006139,GO:0003676","AT1G20720","","RAD3-like DNA-binding helicase protein","LOC_Os09g37920","helicase, putative, expressed",NA
"Chr02N","2N@66.12",50387752,56445418,"PRM","Chr02N","phytozomev13","gene",56353456,56359235,"Pavir.2NG157000","GO:0070569,GO:0008152","AT5G17310","AtUGP2,UGP2","UDP-glucose pyrophosphorylase 2","LOC_Os09g38030","UTP--glucose-1-phosphate uridylyltransferase, putative, expressed","OsUgp1|Ugp1|UGPase1 "
"Chr02N","2N@66.12",50387752,56445418,"PRM","Chr02N","phytozomev13","gene",56358678,56358973,"Pavir.2NG157003","","","","","","",NA
