"chr","QTL","pos_lo","pos_hi","TRAIT","seqid","source","type","start","end","locusName","GO","Best.hit.arabi.name","arabi.symbol","arabi.defline","Best.hit.rice.name","rice.defline","OsGene"
"Chr05K","5K@76.02",44678143,58488157,"LEN","Chr05K","phytozomev13","gene",48884792,48887739,"Pavir.5KG050900","","AT3G58110","","","LOC_Os01g55120","expressed protein",NA
"Chr05K","5K@76.02",44678143,58488157,"LEN","Chr05K","phytozomev13","gene",48893400,48896492,"Pavir.5KG051000","GO:0043565,GO:0006355,GO:0003700","AT2G42380","ATBZIP34,BZIP34","Basic-leucine zipper (bZIP) transcription factor family protein","LOC_Os01g55150","bZIP transcription factor domain containing protein, expressed",NA
"Chr05K","5K@76.02",44678143,58488157,"LEN","Chr05K","phytozomev13","gene",49537911,49541494,"Pavir.5KG127600","GO:0016811","AT4G37560","","Acetamidase/Formamidase family protein","LOC_Os01g55950","acetamidase, putative, expressed",NA
"Chr05K","5K@76.02",44678143,58488157,"LEN","Chr05K","phytozomev13","gene",49542635,49542803,"Pavir.5KG127607","","","","","","",NA
"Chr05K","5K@76.02",44678143,58488157,"LEN","Chr05K","phytozomev13","gene",47328458,47330530,"Pavir.5KG269000","","AT2G31490","","","LOC_Os01g53140","expressed protein",NA
"Chr05K","5K@76.02",44678143,58488157,"LEN","Chr05K","phytozomev13","gene",47358442,47358932,"Pavir.5KG269007","","","","","","",NA
"Chr05K","5K@76.02",44678143,58488157,"LEN","Chr05K","phytozomev13","gene",52358874,52361945,"Pavir.5KG437100","GO:0006355,GO:0003700,GO:0007275","AT3G54320","ASML1,ATWRI1,WRI,WRI1","Integrase-type DNA-binding superfamily protein","LOC_Os01g67410","AP2/EREBP transcription factor BABY BOOM, putative, expressed",NA
"Chr05K","5K@76.02",44678143,58488157,"LEN","Chr05K","phytozomev13","gene",52366376,52366726,"Pavir.5KG437107","","","","","","",NA
"Chr05K","5K@76.02",44678143,58488157,"LEN","Chr05K","phytozomev13","gene",52367052,52369754,"Pavir.5KG437300","","AT3G62290","ARFA1E,ATARFA1E","ADP-ribosylation factor A1E","LOC_Os05g41060","ADP-ribosylation factor, putative, expressed",NA
"Chr05K","5K@76.02",44678143,58488157,"LEN","Chr05K","phytozomev13","gene",52371103,52371743,"Pavir.5KG437400","","","","","","",NA
"Chr05K","5K@76.02",44678143,58488157,"LEN","Chr05K","phytozomev13","gene",52373817,52376739,"Pavir.5KG437500","","AT5G04920","","EAP30/Vps36 family protein","LOC_Os01g59800","EAP30/Vps36 family domain containing protein, expressed",NA
"Chr05K","5K@76.02",44678143,58488157,"LEN","Chr05K","phytozomev13","gene",52376774,52377555,"Pavir.5KG437507","","","","","","",NA
"Chr05K","5K@76.02",44678143,58488157,"LEN","Chr05K","phytozomev13","gene",52379741,52381366,"Pavir.5KG437600","GO:0005975,GO:0004553","AT4G27830","BGLU10","beta glucosidase 10","LOC_Os05g30350","Os5bglu22 - beta-glucosidase homologue, similar to G. max isohydroxyurate hydrolase, expressed",NA
"Chr05K","5K@76.02",44678143,58488157,"LEN","Chr05K","phytozomev13","gene",52382907,52389939,"Pavir.5KG437700","GO:0005096","AT1G08680","AGD14,ZIGA4","ARF GAP-like zinc finger-containing protein ZIGA4","LOC_Os01g59850","GTPase-activating protein, putative, expressed",NA
"Chr05K","5K@76.02",44678143,58488157,"LEN","Chr05K","phytozomev13","gene",52391171,52398346,"Pavir.5KG437800","","AT5G18440","","","LOC_Os01g59860","expressed protein",NA
"Chr05K","5K@76.02",44678143,58488157,"LEN","Chr05K","phytozomev13","gene",52408905,52410851,"Pavir.5KG438200","","AT3G43720","","Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein","LOC_Os01g59870","LTPL65 - Protease inhibitor/seed storage/LTP family protein precursor, expressed",NA
"Chr05K","5K@76.02",44678143,58488157,"LEN","Chr05K","phytozomev13","gene",52411472,52416047,"Pavir.5KG438300","","AT5G04980","","DNAse I-like superfamily protein","LOC_Os05g41000","endonuclease/exonuclease/phosphatase family domain containing protein, expressed",NA
"Chr05K","5K@76.02",44678143,58488157,"LEN","Chr05K","phytozomev13","gene",52417218,52419438,"Pavir.5KG438500","","AT5G40405","","Tetratricopeptide repeat (TPR)-like superfamily protein","LOC_Os01g59890","pentatricopeptide, putative, expressed",NA
"Chr05K","5K@76.02",44678143,58488157,"LEN","Chr05K","phytozomev13","gene",52420576,52423649,"Pavir.5KG438700","","AT2G37480","","","LOC_Os01g59900","expressed protein",NA
"Chr05K","5K@76.02",44678143,58488157,"LEN","Chr05K","phytozomev13","gene",52423222,52423365,"Pavir.5KG438707","","","","","","",NA
"Chr05K","5K@76.02",44678143,58488157,"LEN","Chr05K","phytozomev13","gene",52425611,52428841,"Pavir.5KG438900","","AT1G08710","","F-box family protein","LOC_Os01g59910","OsFBX29 - F-box domain containing protein, expressed",NA
"Chr05K","5K@76.02",44678143,58488157,"LEN","Chr05K","phytozomev13","gene",52429149,52433827,"Pavir.5KG439000","","AT3G03630","CS26","cysteine synthase 26","LOC_Os01g59920","cysteine synthase, chloroplast precursor, putative, expressed",NA
"Chr05K","5K@76.02",44678143,58488157,"LEN","Chr05K","phytozomev13","gene",52432245,52433177,"Pavir.5KG439007","","","","","","",NA
"Chr05K","5K@76.02",44678143,58488157,"LEN","Chr05K","phytozomev13","gene",52434177,52440399,"Pavir.5KG439100","GO:0055114,GO:0016491","AT5G17770","ATCBR,CBR,CBR1","NADH:cytochrome B5 reductase 1","LOC_Os01g59930","NADH-cytochrome b5 reductase, putative, expressed",NA
"Chr05K","5K@76.02",44678143,58488157,"LEN","Chr05K","phytozomev13","gene",52436670,52437038,"Pavir.5KG439107","","","","","","",NA
"Chr05K","5K@76.02",44678143,58488157,"LEN","Chr05K","phytozomev13","gene",52437088,52437906,"Pavir.5KG439114","","","","","","",NA
"Chr05K","5K@76.02",44678143,58488157,"LEN","Chr05K","phytozomev13","gene",52454008,52455520,"Pavir.5KG439400","GO:0006412,GO:0005840,GO:0005622,GO:0003735","AT3G01170","","Ribosomal protein L34e superfamily protein","LOC_Os01g59950","pentatricopeptide repeat-containing protein, putative, expressed",NA
"Chr05K","5K@76.02",44678143,58488157,"LEN","Chr05K","phytozomev13","gene",52473343,52474564,"Pavir.5KG439700","","AT3G47510","","","LOC_Os01g59970","expressed protein",NA
"Chr05K","5K@76.02",44678143,58488157,"LEN","Chr05K","phytozomev13","gene",52475687,52476271,"Pavir.5KG439707","","","","","","",NA
